model,x1,y1,temperature_c
nrtl,0.3821518987341772,0.6150503747134408,80.6680402529881
ideal,0.3945569620253165,0.5961290177788469,89.07212059165846
van_laar,0.3945569620253165,0.6213239087437875,80.62869508377162
nrtl,0.3945569620253165,0.6193932268339372,80.56300230042471
ideal,0.4069620253164557,0.6085830572204237,88.79517824993154
van_laar,0.4069620253164557,0.6258018123455644,80.52218846765598
nrtl,0.4069620253164557,0.6237595166410698,80.46066924488082
ideal,0.4193670886075949,0.6207806786196016,88.52134250318747
van_laar,0.4193670886075949,0.6303019745737031,80.41848630056992
nrtl,0.4193670886075949,0.6281611301536778,80.36080011159373
ideal,0.4317721518987342,0.6327294181085287,88.25055053743114
van_laar,0.4317721518987342,0.6348357139636032,80.31736337284752
nrtl,0.4317721518987342,0.6326088919286924,80.26319907522489
ideal,0.4441772151898734,0.6444365257004913,87.98274134525963
van_laar,0.4441772151898734,0.6394134101865587,80.21863509294745
nrtl,0.4441772151898734,0.6371127107104391,80.16770933612885
ideal,0.4565822784810127,0.655908978533393,87.71785565912683
van_laar,0.4565822784810127,0.6440446324054397,80.1221521896151
nrtl,0.4565822784810127,0.6416817049193145,80.07420785505373
ideal,0.4689873417721519,0.6671534933932665,87.45583588759803
van_laar,0.4689873417721519,0.6487382503076911,80.02779614200237
nrtl,0.4689873417721519,0.6463243112640091,79.98260081706958
ideal,0.4813924050632911,0.6781765385626023,87.1966260544376
van_laar,0.4813924050632911,0.6535025306043745,79.93547523016164
nrtl,0.4813924050632911,0.6510483791664086,79.89281971705283
ideal,0.4937974683544304,0.6889843450351716,86.94017174038291
van_laar,0.4937974683544304,0.6583452212910501,79.84512111595502
nrtl,0.4937974683544304,0.6558612532131363,79.80481797660248
ideal,0.5062025316455696,0.6995829171361045,86.6864200274657
van_laar,0.5062025316455696,0.663273625570227,79.756685878862
nrtl,0.5062025316455696,0.6607698454660333,79.7185680166395
ideal,0.5186075949367088,0.7099780425833471,86.4353194457502
van_laar,0.5186075949367088,0.6682946670151925,79.67013944305438
nrtl,0.5186075949367088,0.6657806991557009,79.6340587217772
ideal,0.5310126582278482,0.7201753020241393,86.18681992236596
van_laar,0.5310126582278482,0.6734149472954624,79.58546734194054
nrtl,0.5310126582278482,0.6709000450320255,79.55129324234504
ideal,0.5434177215189874,0.7301800780778812,85.94087273271941
van_laar,0.5434177215189874,0.6786407975724342,79.50266877454142
nrtl,0.5434177215189874,0.676133851441546,79.47028708808466
ideal,0.5558227848101266,0.7399975639146643,85.6974304537748
van_laar,0.5558227848101266,0.6839783245006152,79.42175491486553
nrtl,0.5558227848101266,0.6814878690342618,79.39106647433043
ideal,0.5682278481012658,0.7496327713967692,85.45644691930231
van_laar,0.5682278481012658,0.6894334516273968,79.34274744114829
nrtl,0.5682278481012658,0.6869676708647868,79.31366688717765
ideal,0.580632911392405,0.7590905388086501,85.21787717699557
van_laar,0.580632911392405,0.6950119568669455,79.2656772566024
nrtl,0.580632911392405,0.6925786885389563,79.23813183892868
